Age,Gender,self_employed,family_history,treatment,work_interfere,Company_work,wellness_program,seek_help,anonymity,mental_health_consequence,friends,Elders,obs_consequence
31,male,No,Yes,Yes,Rarely,Yes,Yes,Don't know,Yes,No,Some of them,Yes,No
27,Male,No,No,No,NA,No,Don't know,Don't know,No,Maybe,Yes,Yes,No
24,Male,No,No,No,Sometimes,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No
29,Male,No,No,No,Often,Yes,No,No,Don't know,Yes,No,No,No
23,Female,No,No,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No
42,Male,No,No,No,Never,Yes,No,Yes,Don't know,No,Some of them,Yes,No
24,Male,No,No,No,NA,Yes,No,No,Don't know,Yes,Some of them,Some of them,No
25,Male,No,Yes,Yes,Often,Yes,No,No,No,Yes,No,No,Yes
27,Female,No,No,Yes,Rarely,Yes,No,No,Yes,Maybe,Yes,No,No
27,Male,No,No,No,Sometimes,Yes,No,No,No,Yes,Some of them,Some of them,No
30,Male,No,No,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,No
29,male,No,Yes,Yes,Rarely,Yes,No,No,Yes,Maybe,Some of them,Some of them,No
43,Male,Yes,No,No,NA,Yes,No,No,Don't know,Maybe,Yes,Yes,No
32,male,No,No,No,NA,Yes,No,Don't know,Don't know,No,Some of them,Yes,No
41,Male,No,No,Yes,Sometimes,Yes,Don't know,No,Don't know,No,Yes,Yes,No
32,Male,Yes,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,Maybe,Yes,Some of them,Yes
37,Female,No,Yes,Yes,Often,Yes,No,No,Yes,Maybe,Some of them,Some of them,No
32,Male,No,No,No,Never,Yes,No,No,Don't know,No,Yes,Yes,No
30,Male,Yes,No,No,Sometimes,Yes,No,No,Don't know,No,Some of them,Some of them,No
23,female,No,Yes,Yes,Never,No,Don't know,Don't know,Yes,No,Some of them,Yes,No
30,Male,No,No,No,NA,Yes,Yes,Yes,Yes,No,Some of them,Yes,No
34,male,No,No,No,Sometimes,Yes,No,No,Don't know,Maybe,Yes,Some of them,No
38,Male,No,No,Yes,Rarely,Yes,No,No,Don't know,Yes,No,No,No
33,Male,No,No,No,NA,Yes,Yes,Yes,Yes,No,Some of them,Yes,No
34,male,No,No,No,NA,No,No,No,Don't know,Maybe,Some of them,No,No
28,male,No,No,No,Sometimes,Yes,No,No,Don't know,Maybe,No,Some of them,No
28,male,No,No,Yes,Rarely,No,Yes,Don't know,Don't know,Maybe,Some of them,Some of them,No
23,Male,No,Yes,No,Sometimes,Yes,No,Don't know,Don't know,Maybe,Some of them,No,No
22,Male,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Don't know,Maybe,Some of them,Yes,Yes
27,male,No,No,No,Never,Yes,No,No,Yes,Yes,No,No,No
18,male,No,No,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,No,No,No
35,male,No,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,No,Some of them,No
25,Male,No,No,No,NA,No,No,No,Don't know,No,Some of them,Some of them,No
27,Male,No,Yes,Yes,Sometimes,Yes,No,No,Yes,Maybe,Yes,Yes,No
26,Female,No,Yes,Yes,Rarely,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No
18,Male,No,No,No,Never,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,No
38,Female,No,No,Yes,Sometimes,Yes,No,No,Don't know,No,Some of them,No,Yes
26,Female,No,Yes,Yes,Rarely,Yes,Yes,Don't know,Don't know,Maybe,Some of them,No,No
30,Male,Yes,No,No,Never,Yes,No,No,No,No,Yes,Yes,No
35,male,No,No,No,Never,Yes,No,Don't know,Don't know,Yes,Some of them,Some of them,No
45,male,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No
32,Male,No,No,No,Never,Yes,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
56,Male,No,No,Yes,Never,Yes,Don't know,Don't know,Don't know,No,Yes,Some of them,No
24,Female,No,No,No,NA,Yes,No,Don't know,Don't know,Maybe,Some of them,No,No
30,F,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,Don't know,No,Yes,Yes,No
60,male,No,No,No,NA,Yes,Don't know,Yes,Don't know,No,Some of them,Yes,No
33,Male,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Don't know,Yes,No,No,No
37,M,No,No,No,Never,Yes,Yes,Yes,Don't know,No,Some of them,Yes,No
23,Female,No,No,Yes,Sometimes,Yes,Yes,Yes,Don't know,No,Some of them,Some of them,No
31,f,No,No,Yes,Sometimes,Yes,Don't know,Don't know,Yes,No,Yes,Yes,No
26,Male,No,No,No,Rarely,Yes,No,Don't know,Don't know,No,Some of them,Yes,No
28,female,No,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,Some of them,Yes,No
37,F,No,No,Yes,Rarely,Yes,Don't know,Yes,Don't know,No,Some of them,Yes,No
26,male,No,Yes,Yes,Often,Yes,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
30,queer/she/they,No,Yes,Yes,Rarely,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
26,M,No,No,No,NA,Yes,No,No,Don't know,No,Some of them,Some of them,Yes
25,Male,No,No,No,NA,Yes,No,Don't know,Don't know,No,Some of them,Yes,No
27,Male,No,No,No,Sometimes,Yes,Yes,Yes,Don't know,Maybe,Some of them,Yes,No
25,Male,No,No,Yes,Often,No,No,Don't know,Don't know,Yes,No,No,No
35,male,No,No,Yes,Rarely,Yes,Don't know,Yes,Don't know,No,Some of them,Yes,No
36,Male,Yes,No,Yes,Never,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
26,Male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,No,No,No
27,Male,No,Yes,No,NA,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No
30,male,No,No,No,NA,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
29,M,No,No,No,NA,No,No,Don't know,Don't know,Maybe,No,No,No
25,Male,No,No,No,Never,No,Yes,Yes,Yes,No,Some of them,Yes,No
22,Female,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,Maybe,No,Some of them,Yes
29,male,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
41,Male,No,Yes,Yes,Rarely,Yes,Don't know,Yes,Yes,No,Some of them,Yes,No
29,Male,No,No,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,Some of them,Some of them,No
32,Male,No,No,No,Never,Yes,Don't know,Yes,Yes,No,Some of them,Yes,No
24,female,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,Maybe,Some of them,No,No
25,Male,No,No,Yes,Rarely,Yes,Don't know,No,Don't know,Maybe,No,No,No
25,m,No,No,No,NA,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No
30,Female,No,No,No,Never,Yes,Yes,Yes,Yes,Maybe,No,Some of them,No
25,Male,No,Yes,Yes,Sometimes,Yes,Don't know,Yes,Don't know,No,Yes,Yes,No
30,Male,Yes,No,No,Never,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
33,male,Yes,Yes,Yes,Rarely,No,No,No,Don't know,Yes,No,No,Yes
24,Male,No,No,No,NA,Yes,Yes,Yes,Yes,No,Some of them,Some of them,No
25,Male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,Some of them,No,No
31,Male,No,No,No,NA,No,No,No,Yes,Maybe,No,No,No
45,Male,Yes,No,Yes,Often,Yes,No,No,Don't know,No,No,No,No
29,m,No,No,No,NA,No,No,No,Don't know,Maybe,Some of them,Some of them,No
46,M,No,No,No,Never,Yes,Yes,Don't know,Don't know,No,Some of them,Some of them,No
30,Male,No,No,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,No,No,No
29,F,Yes,No,No,Sometimes,Yes,Don't know,No,Don't know,Maybe,Some of them,Some of them,No
24,Male,No,No,No,NA,Yes,Don't know,Don't know,Yes,Yes,No,No,No
29,male,No,No,No,NA,Yes,Yes,Yes,Yes,No,Some of them,Yes,No
35,Male,No,No,No,NA,No,No,Don't know,Don't know,No,Yes,Yes,No
33,f,No,Yes,No,Sometimes,Yes,No,No,Don't know,Yes,Some of them,Some of them,No
27,Male,No,No,No,Sometimes,Yes,Don't know,Don't know,Don't know,Yes,No,No,No
36,Male,No,No,No,NA,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No
33,Male,No,No,No,Rarely,Yes,No,No,Don't know,Yes,No,No,No
25,F,No,Yes,Yes,Sometimes,Yes,No,No,Yes,No,Some of them,Yes,No
23,Male,No,Yes,Yes,Sometimes,No,No,No,Don't know,No,Yes,Yes,No
54,M,No,Yes,Yes,Never,Yes,Yes,Yes,Don't know,No,No,Yes,No
22,Male,No,No,No,Sometimes,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,No,No
25,non-binary,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No
29,Male,No,No,No,Often,No,No,No,Don't know,Maybe,Yes,Yes,No
27,Male,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,No,No
30,Male,No,No,No,Never,Yes,No,Don't know,Don't know,No,Some of them,Yes,No
26,male,No,Yes,Yes,Often,Yes,Don't know,Yes,Don't know,Maybe,Some of them,No,No
25,Female,No,Yes,No,Sometimes,Yes,Yes,No,Don't know,No,Some of them,Yes,No
31,Male,No,No,Yes,Sometimes,No,No,Don't know,Yes,No,Some of them,No,No
33,M,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
34,M,No,Yes,Yes,Sometimes,Yes,Don't know,Yes,Yes,Maybe,No,No,No
34,Male,No,No,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,Some of them,No
29,M,Yes,No,No,NA,Yes,No,No,Yes,No,Yes,Yes,No
33,Femake,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
34,male,Yes,Yes,Yes,Rarely,Yes,No,Don't know,Don't know,No,Yes,Yes,No
26,male,Yes,Yes,Yes,Rarely,No,No,Don't know,No,Maybe,Some of them,Yes,No
32,Male,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,No,Some of them,Yes,No
329,Male,No,No,Yes,Often,Yes,No,No,Don't know,Maybe,Some of them,No,No
28,Male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Maybe,No,No,No
35,Male,No,Yes,No,NA,Yes,Yes,Yes,Yes,No,Some of them,Yes,No
36,Male,No,Yes,Yes,Often,Yes,No,No,Yes,No,Some of them,Some of them,No
21,Male,No,Yes,Yes,Rarely,Yes,No,Don't know,Yes,No,Yes,Yes,No
21,Male,No,No,Yes,Sometimes,No,No,No,No,Yes,Some of them,No,No
22,F,No,No,No,NA,Yes,Yes,Yes,Yes,No,No,Some of them,No
41,m,No,Yes,Yes,Often,Yes,Yes,Yes,Don't know,Maybe,Yes,Some of them,Yes
55,M,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,No,Yes,Yes,No
32,F,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Maybe,Some of them,Yes,No
21,F,No,Yes,Yes,Rarely,Yes,Don't know,No,Don't know,Yes,Some of them,No,No
45,M,No,No,Yes,Never,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No
27,female,No,No,Yes,Rarely,Yes,No,No,Yes,Yes,No,No,No
25,Female,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
34,woman,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Maybe,Some of them,Some of them,No
26,F,No,Yes,Yes,Never,Yes,No,Yes,Yes,Maybe,No,No,No
41,Male,No,No,Yes,Never,Yes,No,Don't know,Don't know,No,Some of them,Some of them,No
27,Male,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,No,Some of them,Yes,No
31,Make,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,No,Yes,Yes,No
25,Male,No,Yes,Yes,Often,Yes,No,No,Yes,No,Yes,Yes,No
26,M,No,No,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,No
27,female,No,Yes,Yes,Rarely,Yes,No,Don't know,Don't know,Maybe,No,Yes,No
42,Male,No,No,No,Never,Yes,No,No,Don't know,No,Some of them,Yes,No
29,Nah,Yes,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,No
25,female,No,No,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,No
33,Female,No,Yes,Yes,Rarely,Yes,No,Yes,Yes,Maybe,Some of them,No,No
99999999999,All,Yes,Yes,Yes,Often,Yes,No,No,No,Yes,No,No,Yes
40,female,No,Yes,Yes,Rarely,No,Don't know,Don't know,Don't know,Maybe,No,No,No
31,Male,No,No,No,Never,Yes,No,Don't know,Don't know,Yes,Some of them,No,No
26,Male,No,Yes,Yes,Often,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No
24,female,No,Yes,No,NA,No,No,No,No,Yes,No,No,Yes
29,Male,No,No,No,Never,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
48,M,No,No,No,NA,Yes,No,No,Don't know,Maybe,No,No,No
35,Male,No,No,No,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Yes,Yes
32,female,No,No,No,Never,Yes,No,No,Don't know,Maybe,No,Some of them,No
29,Male,No,No,Yes,Sometimes,Yes,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No
26,Male,No,Yes,Yes,Often,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
28,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,No,No
23,male,No,No,No,NA,Yes,No,Don't know,Don't know,No,Some of them,Yes,No
35,M,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,Yes
29,male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
26,Male,No,Yes,No,NA,Yes,No,Yes,Yes,No,Some of them,Yes,No
33,Male,No,Yes,Yes,Never,Yes,Yes,Yes,Don't know,Yes,Yes,Some of them,No
33,Male,No,No,No,NA,Yes,Don't know,Don't know,Don't know,Yes,Some of them,No,No
22,Male,Yes,No,No,Never,Yes,No,No,Don't know,No,Yes,Yes,No
30,female,No,Yes,No,NA,Yes,No,No,Don't know,Yes,No,No,No
33,male,No,Yes,Yes,Often,Yes,No,No,Don't know,Yes,No,No,No
31,Female,No,Yes,Yes,Rarely,No,No,Don't know,Don't know,Yes,No,No,No
21,male,No,Yes,No,Never,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,Yes
31,Enby,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,No,No,No
26,F,No,No,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,No
30,Male,No,Yes,No,Often,Yes,No,Don't know,Don't know,Maybe,Some of them,Yes,No
30,fluid,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,No,Yes,Yes,No
23,Male,No,No,No,NA,Yes,No,No,Don't know,No,Some of them,Yes,No
34,Male,No,No,No,Never,Yes,No,No,Don't know,No,Yes,Yes,No
55,M,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,No,No,Yes
28,male,No,Yes,Yes,Rarely,Yes,No,No,Yes,No,Yes,Yes,No
26,M,No,No,No,NA,Yes,Don't know,No,Don't know,No,Some of them,No,No
28,Male,No,Yes,Yes,Sometimes,Yes,Yes,No,Don't know,No,Yes,Yes,No
32,Male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,No,Some of them,Yes,No
28,Female,No,No,Yes,Rarely,No,No,Don't know,Don't know,Maybe,No,No,No
21,M,No,No,No,Sometimes,No,No,Yes,Yes,No,Some of them,Some of them,No
24,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,Some of them,Yes
26,Female,No,No,No,NA,No,Yes,Don't know,Don't know,Maybe,Some of them,No,No
23,Male,No,No,No,NA,No,No,No,Don't know,No,Yes,No,No
24,Female,No,No,No,NA,Yes,Yes,Yes,Yes,No,Some of them,Some of them,No
28,Male,Yes,No,No,Never,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
24,F,No,Yes,Yes,Rarely,Yes,No,No,Don't know,Yes,No,Some of them,No
33,male,Yes,No,Yes,Often,Yes,No,No,Yes,Yes,Some of them,Some of them,No
34,male,No,No,No,Sometimes,Yes,No,No,Don't know,Maybe,Yes,Yes,No
27,female,No,No,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
28,Male,No,No,No,Never,Yes,No,Don't know,Don't know,No,Some of them,Yes,No
26,Male,No,No,No,NA,Yes,Don't know,Don't know,Don't know,No,Some of them,Yes,Yes
20,Male,No,No,No,NA,Yes,Don't know,Don't know,Yes,No,Some of them,Yes,No
23,female,No,No,Yes,Sometimes,Yes,No,Don't know,Don't know,Maybe,Some of them,No,No
29,Male,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,No,Yes,Yes,No
26,Male,No,Yes,No,Sometimes,Yes,No,No,Don't know,Maybe,No,No,No
36,Male,No,No,No,Rarely,Yes,Yes,Don't know,Don't know,Maybe,No,No,No
41,m,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Maybe,Some of them,Yes,Yes
33,female,No,No,No,NA,Yes,Don't know,No,Don't know,No,Some of them,Yes,No
23,M,No,Yes,Yes,Sometimes,Yes,No,No,Yes,No,Yes,Yes,No
39,Male,No,Yes,No,Often,Yes,No,Don't know,Don't know,Yes,Some of them,Some of them,Yes
34,M,No,Yes,No,NA,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,Yes
26,F,No,No,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,Some of them,Yes
24,Male,No,No,Yes,Rarely,Yes,Yes,No,Don't know,No,Some of them,Yes,No
37,Male,No,Yes,Yes,Rarely,No,Yes,Yes,Don't know,Maybe,Some of them,Some of them,No
43,Male,Yes,Yes,Yes,Often,Yes,No,No,Yes,No,Yes,Yes,No
40,Genderqueer,No,Yes,No,Never,Yes,Yes,Don't know,Yes,Yes,No,Some of them,No
30,male,No,Yes,Yes,Often,Yes,Yes,No,Don't know,Yes,Some of them,No,Yes
34,M,No,No,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,No
27,Male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,No,No,No
36,Male,No,No,No,Sometimes,Yes,No,No,Yes,No,Yes,Yes,No
27,Male,No,No,No,Rarely,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
35,Male,No,Yes,No,Never,Yes,No,No,Yes,Yes,No,No,No
32,Male,No,No,No,Never,Yes,No,No,Don't know,Maybe,Some of them,No,No
37,M,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
29,Male,No,No,No,NA,Yes,Don't know,Don't know,Don't know,No,Some of them,Yes,No
33,Female ,No,No,No,Never,Yes,Yes,Yes,Don't know,Maybe,Some of them,Yes,No
28,Make,No,No,No,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,No
26,Female,No,Yes,No,Never,Yes,No,No,Don't know,Maybe,Some of them,No,No
27,M,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,Don't know,Yes,Some of them,Yes,No
38,Male,Yes,No,Yes,Sometimes,Yes,No,No,Yes,Maybe,Some of them,Yes,No
57,M,No,Yes,Yes,Rarely,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
28,Male,No,No,Yes,Sometimes,Yes,No,No,No,Yes,No,Some of them,No
26,male,No,No,No,Never,Yes,No,No,Don't know,Maybe,Yes,Yes,No
42,f,No,No,Yes,Rarely,Yes,No,No,Yes,Yes,Some of them,No,No
31,Male,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Some of them,Yes,No
58,Male,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,Maybe,Some of them,Yes,No
29,Male,No,No,No,Sometimes,Yes,No,No,Don't know,Yes,No,No,No
39,Female,No,No,Yes,Sometimes,Yes,No,Yes,Don't know,Yes,Some of them,Some of them,Yes
34,Male,No,No,No,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
57,Male,No,No,Yes,Sometimes,Yes,Yes,Yes,Don't know,Maybe,No,No,No
27,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,Yes
23,male,Yes,Yes,Yes,Often,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No
18,male,No,No,No,NA,No,No,Don't know,Don't know,Yes,No,No,No
30,female,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
23,Male,No,No,No,Never,No,Don't know,Don't know,Don't know,No,Yes,Yes,No
43,M,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,No,No
18,Female,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No
29,male,No,No,Yes,Rarely,Yes,No,No,Don't know,Maybe,Some of them,No,No
48,M,No,No,No,Never,Yes,No,Don't know,Don't know,Maybe,No,No,No
43,male,No,No,Yes,Sometimes,No,Don't know,No,Don't know,Maybe,Some of them,Some of them,Yes
28,Female,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,No
30,Male,Yes,Yes,Yes,Often,Yes,No,No,Yes,No,Yes,Yes,No
26,Male,No,No,No,Sometimes,Yes,No,No,Yes,Maybe,Some of them,Yes,No
33,Male,No,No,No,Never,No,No,No,Don't know,Maybe,Some of them,Some of them,No
31,Male,No,No,No,NA,Yes,Don't know,Don't know,Yes,No,No,Some of them,No
30,M,No,No,No,Rarely,No,No,No,Don't know,No,Some of them,Some of them,No
27,Male,No,No,No,NA,Yes,No,No,Don't know,Yes,Some of them,No,Yes
24,Female,Yes,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,Yes
25,male,No,No,No,NA,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,No,No
23,Female,No,Yes,Yes,Often,Yes,Don't know,No,Don't know,Maybe,Some of them,Some of them,Yes
36,m,No,No,Yes,Sometimes,No,No,No,Don't know,Yes,Some of them,No,Yes
25,female,Yes,Yes,Yes,Often,Yes,No,No,Yes,Yes,Some of them,No,Yes
54,Male,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,No
34,Male,No,No,No,Rarely,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,No
